Class,milestone,date
infraestructura-virtual/IV16-17, 3, Mon Nov 21 11:35:17 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 21 12:25:18 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 21 12:26:53 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 21 12:29:03 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 21 13:03:52 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 21 21:44:39 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 22 11:34:00 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 22 13:56:51 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 23 09:29:58 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 23 09:30:42 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 24 09:18:07 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 24 09:39:28 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 24 09:43:47 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 24 10:47:32 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 24 11:09:58 2016 +0100
infraestructura-virtual/IV16-17, 3, Sun Dec 11 20:53:32 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Jan 26 19:53:01 2017 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 00:13:48 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 00:19:09 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 08:47:45 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:05:59 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:08:34 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:13:54 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:14:27 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:14:37 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:16:42 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:19:48 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 09:46:50 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 10:39:06 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 10:59:30 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 11:09:01 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 12:16:51 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 12:23:18 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 12:24:03 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 18:34:07 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 18:40:00 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 19:55:58 2016 +0100
infraestructura-virtual/IV16-17, 4, Thu Dec 1 21:11:37 2016 +0100
infraestructura-virtual/IV16-17, 4, Fri Dec 2 07:47:48 2016 +0100
infraestructura-virtual/IV16-17, 4, Fri Dec 2 07:48:03 2016 +0100
infraestructura-virtual/IV16-17, 4, Fri Dec 2 07:48:09 2016 +0100
infraestructura-virtual/IV16-17, 4, Fri Dec 2 13:05:13 2016 +0100
infraestructura-virtual/IV16-17, 4, Sat Dec 3 14:18:19 2016 +0100
infraestructura-virtual/IV16-17, 4, Sat Dec 3 18:39:05 2016 +0100
infraestructura-virtual/IV16-17, 4, Sat Dec 3 23:49:36 2016 +0100
infraestructura-virtual/IV16-17, 4, Sun Dec 4 03:30:20 2016 +0100
infraestructura-virtual/IV16-17, 4, Mon Dec 5 17:17:44 2016 +0100
infraestructura-virtual/IV16-17, 4, Mon Dec 5 23:22:09 2016 +0100
infraestructura-virtual/IV16-17, 4, Wed Dec 7 03:09:49 2016 +0100
infraestructura-virtual/IV16-17, 4, Wed Dec 7 10:05:44 2016 +0100
infraestructura-virtual/IV16-17, 4, Tue Dec 13 14:09:54 2016 +0100
infraestructura-virtual/IV16-17, 4, Mon Dec 19 15:31:45 2016 +0100
infraestructura-virtual/IV16-17, 4, Wed Dec 21 20:53:19 2016 +0100
infraestructura-virtual/IV16-17, 4, Fri Dec 30 16:58:18 2016 -0800
infraestructura-virtual/IV16-17, 4, Fri Jan 27 17:36:56 2017 +0100
infraestructura-virtual/IV16-17, 4, Fri Jan 27 17:37:38 2017 +0100
infraestructura-virtual/IV16-17, 4, Fri Jan 27 17:38:24 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 16 20:35:47 2017 +0100
infraestructura-virtual/IV16-17, 5, Wed Jan 25 20:00:20 2017 +0100
infraestructura-virtual/IV16-17, 5, Thu Jan 26 01:44:07 2017 +0100
infraestructura-virtual/IV16-17, 5, Thu Jan 26 01:51:46 2017 +0100
infraestructura-virtual/IV16-17, 5, Sat Jan 28 14:29:18 2017 +0100
infraestructura-virtual/IV16-17, 5, Sat Jan 28 08:18:05 2017 -0800
infraestructura-virtual/IV16-17, 5, Sat Jan 28 08:28:31 2017 -0800
infraestructura-virtual/IV16-17, 5, Sat Jan 28 19:22:21 2017 +0100
infraestructura-virtual/IV16-17, 5, Sat Jan 28 21:57:27 2017 +0100
infraestructura-virtual/IV16-17, 5, Sat Jan 28 22:37:35 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 08:47:54 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 12:05:38 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 12:14:26 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 12:25:34 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 13:50:40 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 13:55:26 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 13:56:16 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 14:02:45 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 14:05:15 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 14:10:25 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 18:12:58 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 20:10:51 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 20:39:36 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 20:41:07 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 20:42:05 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 21:44:27 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 21:49:54 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 21:55:46 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 22:00:57 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 22:46:45 2017 +0100
infraestructura-virtual/IV16-17, 5, Sun Jan 29 23:34:39 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 00:14:03 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 03:27:08 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 03:56:40 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 04:48:27 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 07:17:31 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 07:17:45 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 07:17:59 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 07:18:07 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 07:21:09 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 08:55:36 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 08:57:05 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 09:04:36 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 09:04:58 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 11:08:06 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 11:37:08 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 11:40:23 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 11:46:29 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 22:31:09 2017 +0100
infraestructura-virtual/IV16-17, 5, Mon Jan 30 22:34:47 2017 +0100
infraestructura-virtual/IV16-17, 5, Tue Jan 31 18:26:35 2017 +0100
infraestructura-virtual/IV16-17, 5, Tue Jan 31 19:05:48 2017 +0100
